username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink
HARIZKUMAR	02-12-2015 01:17	1	0	@VodafoneIN can u please help us with your network during this disastrous moment @#chennairains #ChennaiFloods U can make a difference plz		@VodafoneIN @	#chennairains #ChennaiFloods	671777784109264896	https://twitter.com/HARIZKUMAR/status/671777784109264896
BhaktsGOD	02-12-2015 01:17	15	0	70 persons stranded MUDICHUR					
sreenath360	02-12-2015 01:17	2	0	#chennairains #ChennaiFloods #savechennai #Chennai Emergency Helpline No's. pic.twitter.com/Wv9aMlcoGs			#chennairains #ChennaiFloods #savechennai #Chennai	671777690253320192	https://twitter.com/sreenath360/status/671777690253320192
RowdyTalks	02-12-2015 01:17	10	14	 | #ChennaiFloods			#ChennaiFloods	671777670032695296	https://twitter.com/RowdyTalks/status/671777670032695296
vjxxvj	02-12-2015 01:17	7	1	Doctors available to visit homes. @TheHindu #chennairains #ChennaiFloods @ChennaiRains https:// twitter.com/bjagadeesh89/s tatus/671774769079959553 		@TheHindu @ChennaiRains	#chennairains #ChennaiFloods	671777668660985857	https://twitter.com/vjxxvj/status/671777668660985857
Ibleed_sarcasm	02-12-2015 01:16	0	0	hey #Chennai entire India is with you stay strong #chennairains #ChennaiFloods			#Chennai #chennairains #ChennaiFloods	671777474351501312	https://twitter.com/Ibleed_sarcasm/status/671777474351501312
rvijayagopalan	02-12-2015 01:16	1	1	#chennairains is for entire #TamilNadu not just for #Chennai alone #SaveCuddalore #TNRains #ChennaiFloods			#chennairains #TamilNadu #Chennai #SaveCuddalore #TNRains #ChennaiFloods	671777405179027457	https://twitter.com/rvijayagopalan/status/671777405179027457
DipendraDipzo	02-12-2015 01:16	0	0	Foto too??? RTing for Helpline numr and ur stupidity... #ChennaiFloods https:// twitter.com/actressanjjana a/status/671761074278891520 			#ChennaiFloods	671777376318136320	https://twitter.com/DipendraDipzo/status/671777376318136320
akri2000	02-12-2015 01:15	3	2	Chennai rains break 100-year-old record					
misty_walk	02-12-2015 01:15	7	2	Instead of RTing Random tweets.Please click the link and add the needs/affords #chennairains #ChennaiFloods #chennai https:// docs.google.com/spreadsheets/d /1oNtIjMnSylc6VMFXA0blXcTK-BGHJtk3cBlSyn2nEdY/edit#gid=0&vpid=A1 			#chennairains #ChennaiFloods #chennai #gid	671777160957403137	https://twitter.com/misty_walk/status/671777160957403137
Scorpius_Vishi	02-12-2015 01:15	8	2	#chennairains If anybody want recharge ! Send ur no ! Will do As much i can ! #ChennaiFloods #ChennaiRainsHelp			#chennairains #ChennaiFloods #ChennaiRainsHelp	671777131978862593	https://twitter.com/Scorpius_Vishi/status/671777131978862593
AditimToI	02-12-2015 01:15	1	1	http:// osm-in.github.io/flood-map/chen nai.html#11/13.0000/80.2000/-30 crowdsourced map showing flooded areas in #Chennai #chennairains #ChennaiFloods			#11 #Chennai #chennairains #ChennaiFloods	671777067764047872	https://twitter.com/AditimToI/status/671777067764047872
SirJadeja	02-12-2015 01:14	30	12	Medical Help: #ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/eskaysreekumar /status/671776555962523648 			#ICanAccommodate #chennairains #ChennaiFloods	671777002559524864	https://twitter.com/SirJadeja/status/671777002559524864
lifethatwasnt	02-12-2015 01:14	1	0	Crowdsourcing #ChennaiFloods rescue. Bravo twitter. So proud. May force be with you.			#ChennaiFloods	671776973614505984	https://twitter.com/lifethatwasnt/status/671776973614505984
amritalakshmi1	02-12-2015 01:14	0	0	Accomodation at Karapakkam #ChennaiFloods #chennairains #ChennaiRainsHelp https:// twitter.com/akri2000/statu s/671763478097489921 			#ChennaiFloods #chennairains #ChennaiRainsHelp	671776957164556288	https://twitter.com/amritalakshmi1/status/671776957164556288
sarpanch__	02-12-2015 01:14	13	3	70 persons stranded MUDICHUR					
Hari24_Rg	02-12-2015 01:14	0	0	If anyone can help the ppl who affected by #ChennaiFloods pls give ur no & addrs. #ChennaiRainsHelp @arwnds @TwitterIndia		@arwnds @TwitterIndia	#ChennaiFloods #ChennaiRainsHelp	671776943293915136	https://twitter.com/Hari24_Rg/status/671776943293915136
sathyans05	02-12-2015 01:14	0	1	I pray god for all peoples to be safe in tamilnadu #chennairains #TamilNaduRains #ChennaiFloods			#chennairains #TamilNaduRains #ChennaiFloods	671776925531140096	https://twitter.com/sathyans05/status/671776925531140096
sharma__sanjay	02-12-2015 01:14	0	0	Appriciate whoever intiated #ICanAccommodate hashtag for #chennairains #ChennaiFloods @tajinderbagga Bhai help trending		@tajinderbagga	#ICanAccommodate #chennairains #ChennaiFloods	671776868924723201	https://twitter.com/sharma__sanjay/status/671776868924723201
Prince_Mahesh4u	02-12-2015 01:14	0	0	Unable to go back to home because of continuous rain and water log on road .. Staying in office tonight #ChennaiFloods			#ChennaiFloods	671776797235671040	https://twitter.com/Prince_Mahesh4u/status/671776797235671040
aahnas1	02-12-2015 01:14	32	4	Please RT @SkymetWeather #chennairains #ChennaiFloods pic.twitter.com/PdrDQxCbqX		@SkymetWeather	#chennairains #ChennaiFloods	671776793657905152	https://twitter.com/aahnas1/status/671776793657905152
pepper_smoker	02-12-2015 01:13	10	4	Those who are making jokes on our situation					
SirJadeja	02-12-2015 01:13	33	11	FOR MOBILE RECHARGE HELP: #ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/sugashwar/stat us/671774413348409344 			#ICanAccommodate #chennairains #ChennaiFloods	671776564376420352	https://twitter.com/SirJadeja/status/671776564376420352
Aravindselvaa	02-12-2015 01:13	1	0	TN has become Disaster Zone. Let's pray nothing should happen more than this. My heart goes out for families in Chennai. #ChennaiFloods	Bengaluru South				
kamalbowselvam	02-12-2015 01:12	0	0	People check if your neighbors needs some help #chennairains #ChennaiFloods #chennaiweather			#chennairains #ChennaiFloods #chennaiweather	671776468968558592	https://twitter.com/kamalbowselvam/status/671776468968558592
tiruppuran	02-12-2015 01:12	2	0	@narendramodi @PMOIndia @BJPRajnathSingh need more army and medicos #chennairains #ChennaiFloods #ChennaiDrowning https:// twitter.com/merin_kumar/st atus/671774068505337856 		@narendramodi @PMOIndia @BJPRajnathSingh	#chennairains #ChennaiFloods #ChennaiDrowning	671776342430519297	https://twitter.com/tiruppuran/status/671776342430519297
Gopala_n	02-12-2015 01:12	0	0	Good thing is happening today. Peoples are helping each other in #ChennaiFloods ... ... Proud...			#ChennaiFloods	671776342405341184	https://twitter.com/Gopala_n/status/671776342405341184
ArchanaArchuu	02-12-2015 01:11	3	0	Please share .......... #ChennaiFloods https:// twitter.com/ophe_imsaiaras i/status/671763264657846272 			#ChennaiFloods	671776274294018048	https://twitter.com/ArchanaArchuu/status/671776274294018048
info20_yasar	02-12-2015 01:11	0	0	Proud of u rescue people of #chennairains #ChennaiFloods . Ur thoughts are owsum. stay safe			#chennairains #ChennaiFloods	671776258053640192	https://twitter.com/info20_yasar/status/671776258053640192
ShreeParadkar	02-12-2015 01:11	0	0	Celeb with a heart. Proud of him. #ChennaiFloods https:// twitter.com/actor_siddhart h/status/671773722353602560 			#ChennaiFloods	671776256703266818	https://twitter.com/ShreeParadkar/status/671776256703266818
TMManiac	02-12-2015 01:11	0	1	#chennairains If anybody want recharge / top up ! Send ur no ! Will do As much i can ! #ChennaiFloods #ChennaiRainsHelp			#chennairains #ChennaiFloods #ChennaiRainsHelp	671776217796743169	https://twitter.com/TMManiac/status/671776217796743169
SirJadeja	02-12-2015 01:11	26	13	#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/ThasanVJ/statu s/671774886151458816 			#ICanAccommodate #chennairains #ChennaiFloods	671776193138597892	https://twitter.com/SirJadeja/status/671776193138597892
innatephix	02-12-2015 01:11	16	11	Ready to Help @Siva_Kartikeyan Fans Club #chennairains #ChennaiFloods #ChennaiDrowning #ChennaiRainsHelp pic.twitter.com/GwawGTSuFX		@Siva_Kartikeyan	#chennairains #ChennaiFloods #ChennaiDrowning #ChennaiRainsHelp	671776135793913856	https://twitter.com/innatephix/status/671776135793913856
chennai_vasi	02-12-2015 01:11	0	1	#chennairains #chennaifloods #chennaihelpline https:// twitter.com/sattish_viswa/ status/671773406057000960 			#chennairains #chennaifloods #chennaihelpline	671776120409219072	https://twitter.com/chennai_vasi/status/671776120409219072
IndiaBTL	02-12-2015 01:11	133	28	Army					
pavanwitha_v	02-12-2015 01:11	0	0	How is Chennai doing now? #chennairains #ChennaiFloods	Ankleshwar				
TheJoshuaDsouza	02-12-2015 01:11	0	0	Probably					
aahnas1	02-12-2015 01:11	0	0	" @ViNoDcaptivates : #chennairains #chennaiweather #ChennaiFloods http://twitter.com/My_Dhanush/status/671769927087316992/photo/1 pic.twitter.com/aqQK4WoTZD "" Please RT @SkymetWeather #chennairains"""		@ViNoDcaptivates @SkymetWeather	#chennairains #chennaiweather #ChennaiFloods #chennairains	671776095948038144	https://twitter.com/aahnas1/status/671776095948038144
TheDarjChron	02-12-2015 01:10	0	0	Those in #Chennai 					
TheJoshuaDsouza	02-12-2015 01:10	0	0	While the entire nation was debating about intolerance & standing up for the national anthem					
shyedafsar	02-12-2015 01:10	5	3	Do Share diz much as possible #chennairains #ChennaiFloods @vj_vysh @AnjanaVJ @anirudhofficial @vp_offl @RJ_Balaji pic.twitter.com/gTKEyZH3Pq		@vj_vysh @AnjanaVJ @anirudhofficial @vp_offl @RJ_Balaji	#chennairains #ChennaiFloods	671775793773604864	https://twitter.com/shyedafsar/status/671775793773604864
Team_Prabhas	02-12-2015 01:09	3	3	List of accommodation available in chennai #ChennaiFloods https:// docs.google.com/spreadsheets/d /1rZc3e9scewKxbZBn0vfDqkxOTy_NJYUBSfsVPgnkmdY/htmlview?pli=1&sle=true#			#ChennaiFloods #	671775744821825537	https://twitter.com/Team_Prabhas/status/671775744821825537
iambeingkunal	02-12-2015 01:09	17	5	+919840295100 Army helpline no is now open #CHENNAIRAINS #ChennaiFloods Plz RT			#CHENNAIRAINS #ChennaiFloods	671775733740470272	https://twitter.com/iambeingkunal/status/671775733740470272
SirJadeja	02-12-2015 01:09	25	10	#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/venkatluvvy92/ status/671771248435798016 			#ICanAccommodate #chennairains #ChennaiFloods	671775692539994115	https://twitter.com/SirJadeja/status/671775692539994115
sanreddy07	02-12-2015 01:09	0	0	Why is that #nationalmedia is least concerned about #ChennaiFloods ?? And more concerned about #Dilwale ?? @TimesNow @ndtv @ibnlive	Memphis				
TheSrinidhi	02-12-2015 01:09	4	3	Kanla jalam looking at the 'need help' and 'we can help' posts! Humanity wins. Stay strong n safe #Chennai . #ChennaiFloods #chennairains			#Chennai #ChennaiFloods #chennairains	671775613858877440	https://twitter.com/TheSrinidhi/status/671775613858877440
kamalbowselvam	02-12-2015 01:09	3	0	People make sure you stay on your top floor and take anything you have in kitchen that you can munch #chennairains #ChennaiFloods			#chennairains #ChennaiFloods	671775610834960384	https://twitter.com/kamalbowselvam/status/671775610834960384
Ahmedshabbir20	02-12-2015 01:09	17	4	More NDRF teams rushing to Chennai					
NoobConsultant	02-12-2015 01:08	0	0	#ChennaiFloods is a reminder that India needs to plan long term and build sustainable infrastructure to lessen the impact of such disasters			#ChennaiFloods	671775505830416384	https://twitter.com/NoobConsultant/status/671775505830416384
nimitdell	02-12-2015 01:08	0	0	@Priya_Menon Few good women. #chennairains #ChennaiFloods		@Priya_Menon	#chennairains #ChennaiFloods	671775486452731908	https://twitter.com/nimitdell/status/671775486452731908
TheJoshuaDsouza	02-12-2015 01:08	1	0	Didn't realize how serious the situation in Chennai is until now. Chennai is in deep waters					
vs_sat	02-12-2015 01:08	2	1	24/7 Rescue Camp at Mudichur Road Emergency of Rescuing.Abdul Ghani-9941006786 / 7200005245. #chennairains #ChennaiFloods @Actor_Siddharth	Hosur SIPCOT Phase 2				
rafa_rkx	02-12-2015 01:08	0	0	#chennairains #ChennaiFloods https:// twitter.com/Actor_Siddhart h/status/671773722353602560 			#chennairains #ChennaiFloods	671775323445301249	https://twitter.com/rafa_rkx/status/671775323445301249
ChinmayKabadi	02-12-2015 01:07	19	3	Boat Help Available !! Share !! Share !! Share !! #chennairains #Chennaifloodrelief #ChennaiFloods pic.twitter.com/3CqqUt1hyw			#chennairains #Chennaifloodrelief #ChennaiFloods	671775253459304448	https://twitter.com/ChinmayKabadi/status/671775253459304448
Parvezashmi	02-12-2015 01:07	162	52	Pregnant lady in labour in madipakkam area needs help. Contact 8122226002 Please share #ChennaiFloods @Chinmayi @AnjanaVJ @actor_viishnu		@Chinmayi @AnjanaVJ @actor_viishnu	#ChennaiFloods	671775154981081088	https://twitter.com/Parvezashmi/status/671775154981081088
PraveenAnanthu	02-12-2015 01:07	0	0	#ChennaiFloods #chennairains - Sathyam cinemas is open as shelter https:// twitter.com/dhanyarajendra n/status/671769235522117632 			#ChennaiFloods #chennairains	671775110945071104	https://twitter.com/PraveenAnanthu/status/671775110945071104
ghantagiri	02-12-2015 01:07	0	1	Sir Ravindra Jadeja: URGENT: #chennairains #ChennaiFloods https:// twitter.com/sattish_viswa/ status/671773825575464960 | http:// ghantagiri.com			#chennairains #ChennaiFloods	671775098588815361	https://twitter.com/ghantagiri/status/671775098588815361
amritalakshmi1	02-12-2015 01:07	2	0	Food Available in Chetpet! Contact the below number #chennairains #ChennaiFloods #Chennai https:// twitter.com/Jaitwits/statu s/671772888924446720 			#chennairains #ChennaiFloods #Chennai	671775039394594816	https://twitter.com/amritalakshmi1/status/671775039394594816
tiruppuran	02-12-2015 01:06	0	0	@PMOIndia @narendramodi 400					
babbusrma	02-12-2015 01:06	0	0	Doesn't really matter is the Stupid Media of India covers the situation of #ChennaiFloods or not. People are strong & coming together. #help			#ChennaiFloods #help	671774982091894784	https://twitter.com/babbusrma/status/671774982091894784
bourne_rohieyt	02-12-2015 01:06	0	0	Oh dear... #chennairains #ChennaiFloods			#chennairains #ChennaiFloods	671774975552978944	https://twitter.com/bourne_rohieyt/status/671774975552978944
SirJadeja	02-12-2015 01:06	77	16	URGENT: #chennairains #ChennaiFloods https:// twitter.com/sattish_viswa/ status/671773825575464960 			#chennairains #ChennaiFloods	671774974965850112	https://twitter.com/SirJadeja/status/671774974965850112
ViNoDcaptivates	02-12-2015 01:06	2	0	#chennairains #chennaiweather #ChennaiFloods #india People stuck near Camp Road areas contact Mr. Bala: 8056096733 https:// twitter.com/CinemaCalendar /status/671771160653119488 			#chennairains #chennaiweather #ChennaiFloods #india	671774957072814080	https://twitter.com/ViNoDcaptivates/status/671774957072814080
sahiljindal1	02-12-2015 01:06	0	0	People hit by heavy rainfall in Tamil Nadu & Puducherry may dial NDRF helplines 011-24363260 & +919711077372 @TigerNaMo #ChennaiFloods		@TigerNaMo	#ChennaiFloods	671774915360632832	https://twitter.com/sahiljindal1/status/671774915360632832
ChinmayKabadi	02-12-2015 01:06	0	0	Emergency Contact No. For Chennai !! #chennairains #Chennaifloodrelief #ChennaiFloods pic.twitter.com/0Itv2A4bK2			#chennairains #Chennaifloodrelief #ChennaiFloods	671774892702871554	https://twitter.com/ChinmayKabadi/status/671774892702871554
SirJadeja	02-12-2015 01:06	163	24	#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/MuthuWR/status /671767101325991937 			#ICanAccommodate #chennairains #ChennaiFloods	671774803024609280	https://twitter.com/SirJadeja/status/671774803024609280
amritalakshmi1	02-12-2015 01:06	4	0	Accomodation at Nelson Manickam Road #chennairains #ChennaiFloods #Chennai https:// twitter.com/sujithrrs/stat us/671772929923801088 			#chennairains #ChennaiFloods #Chennai	671774786750701569	https://twitter.com/amritalakshmi1/status/671774786750701569
RackiieeeE	02-12-2015 01:06	1	0	Praying is the only thing we can do now #ChennaiRains #Chennai #ChennaiFloods			#ChennaiRains #Chennai #ChennaiFloods	671774776541773824	https://twitter.com/RackiieeeE/status/671774776541773824
BelfastCAB	02-12-2015 01:05	0	0	#ChennaiFloods Terrible flooding and its raining for four more days.			#ChennaiFloods	671774761006010368	https://twitter.com/BelfastCAB/status/671774761006010368
AparnaAbhimanyu	02-12-2015 01:05	6	0	Hats off 2 Chennaites 4 der courage generosity n selflessness. Less nagging real action 2 save beloved city. So much to learn #ChennaiFloods			#ChennaiFloods	671774738251800576	https://twitter.com/AparnaAbhimanyu/status/671774738251800576
dhairya_001	02-12-2015 01:05	6	2	for any emergency in #ChennaiFloods .. call up on 97899-8813I0.. d person cn accommodate 8-10 ppl in his house on Arcot Road					
ermib92	02-12-2015 01:05	20	2	Pregnant lady in labour in madipakkam area needs help. Contact 8122226002 Please share #ChennaiFloods #ChennaiRainsHelp			#ChennaiFloods #ChennaiRainsHelp	671774663073116160	https://twitter.com/ermib92/status/671774663073116160
info20_yasar	02-12-2015 01:05	0	0	8190008220 cal this number and please ask for accommodation if u stuck near Madhya Kailash #chennairains #chennaifloods			#chennairains #chennaifloods	671774647998767105	https://twitter.com/info20_yasar/status/671774647998767105
rafa_rkx	02-12-2015 01:05	0	0	#chennairains #ChennaiFloods valasaravakkam https:// twitter.com/PandeyJaideep/ status/671765697354010624 			#chennairains #ChennaiFloods	671774585449123840	https://twitter.com/rafa_rkx/status/671774585449123840
ShootinThoughts	02-12-2015 01:05	7	5	No more tweeting on anything but #ChennaiFloods . Not giving in to diversions					
EmmanuelAmber	02-12-2015 01:04	5	2	Please help Planners & City Authorities understand #ChennaiFloods problem by contributing to this map http:// osm-in.github.io/flood-map/chen nai.html#9/13.0298/80.2315/-20 #chennairains			#ChennaiFloods #9 #chennairains	671774417966383104	https://twitter.com/EmmanuelAmber/status/671774417966383104
rafa_rkx	02-12-2015 01:04	0	0	#chennairains #ChennaiFloods https:// twitter.com/actor_jayamrav i/status/671768310443171840 			#chennairains #ChennaiFloods	671774412979343360	https://twitter.com/rafa_rkx/status/671774412979343360
asifpathan777	02-12-2015 01:04	1	3	Prayers for everyone who is affected by rain Hope the situation normalizes soon #ChennaiRainsHelp #chennairains #ChennaiFloods			#ChennaiRainsHelp #chennairains #ChennaiFloods	671774405668786177	https://twitter.com/asifpathan777/status/671774405668786177
im_bloo	02-12-2015 01:04	0	0	Planning to give away free lunch tomorrow for the homeless people who don't have any source to get food. #chennairains #ChennaiFloods			#chennairains #ChennaiFloods	671774294234431488	https://twitter.com/im_bloo/status/671774294234431488
monish_vj_craze	02-12-2015 01:04	6	1	Chennai Helpline #chennairains #ChennaiFloods Share as much u can !! @pic.twitter.com/Sxf6bPg48u		@pic	#chennairains #ChennaiFloods	671774281085288449	https://twitter.com/monish_vj_craze/status/671774281085288449
Arappor	02-12-2015 01:03	2	1	Please contact the below numbers for rescue #chennairains #ChennaiFloods #chennaiweather #ChennaiHelps #chennaihelp pic.twitter.com/7LklUZMT3e			#chennairains #ChennaiFloods #chennaiweather #ChennaiHelps #chennaihelp	671774221404540928	https://twitter.com/Arappor/status/671774221404540928
Naveen_sethu	02-12-2015 01:03	0	0	Chennai Army helpline number - 9677066100 #ChennaiFloods #chennairains	Tamil Nadu				
RAM_Vtr	02-12-2015 01:03	2	1	@Actor_Siddharth @RJ_Balaji if anyone need any urgent recharge let me know.I can do #chennairains #ChennaiFloods 9159776720 pls tell&share		@Actor_Siddharth @RJ_Balaji	#chennairains #ChennaiFloods	671774167092453376	https://twitter.com/RAM_Vtr/status/671774167092453376
gopin1988	02-12-2015 01:03	0	0	Instead of praying god					
sabeshwaran	02-12-2015 01:03	0	0	To my friends in the #Chennai . The rain and floods are causing so much damage. My thoughts and prayers to all! Stay safe #ChennaiFloods			#Chennai #ChennaiFloods	671774126755966976	https://twitter.com/sabeshwaran/status/671774126755966976
rafa_rkx	02-12-2015 01:03	0	0	#chennairains #ChennaiFloods any emergency contact ds number https:// twitter.com/CinemaCalendar /status/671765866950737920 			#chennairains #ChennaiFloods	671774116190416897	https://twitter.com/rafa_rkx/status/671774116190416897
SoulInExile	02-12-2015 01:03	0	0	#ChennaiRains #ChennaiFloods Stay Safe Chennai... Stay Strong... It will pass too!			#ChennaiRains #ChennaiFloods	671774105020989440	https://twitter.com/SoulInExile/status/671774105020989440
abhattacharyas	02-12-2015 01:03	3	3	People hit by heavy rainfall in Tamil Nadu & Puducherry may dial NDRF helplines 011-24363260 & +919711077372 #ChennaiFloods #ChennaiRains			#ChennaiFloods #ChennaiRains	671774045281488896	https://twitter.com/abhattacharyas/status/671774045281488896
amritalakshmi1	02-12-2015 01:03	1	0	Boat services required for a baby in Madipakkam #chennairains #ChennaiFloods #Chennai https:// twitter.com/PandeyJaideep/ status/671773241208209408 			#chennairains #ChennaiFloods #Chennai	671774020480692224	https://twitter.com/amritalakshmi1/status/671774020480692224
Naveen_sethu	02-12-2015 01:03	0	0	Every min the fear goes up more than u chennai people #chennairains #ChennaiFloods	Tamil Nadu				
stoppression	02-12-2015 01:02	1	4	Yenna Rascala. I get goosebumps seeing strangers helping people stranded in #ChennaiFloods . Proud of you guys. #chennairains			#ChennaiFloods #chennairains	671773962045546497	https://twitter.com/stoppression/status/671773962045546497
chadwicksamuel	02-12-2015 01:02	4	8	Pls pray for Chennai. It's continuing to rain this night. #ChennaiFloods @nlag_india pic.twitter.com/rmB3kOgHrj		@nlag_india	#ChennaiFloods	671773849126440960	https://twitter.com/chadwicksamuel/status/671773849126440960
samirkumar_	02-12-2015 01:02	0	0	Divided by politicians					
amritalakshmi1	02-12-2015 01:02	0	0	Accomodation at Kilpauk Chennai! #chennairains #ChennaiFloods https:// twitter.com/SirJadeja/stat us/671773256073027587 			#chennairains #ChennaiFloods	671773845720813568	https://twitter.com/amritalakshmi1/status/671773845720813568
akri2000	02-12-2015 01:02	3	0	Please share #ChennaiRainsHelp #chennairains #ChennaiFloods https:// twitter.com/rescuerain/sta tus/671747097008300032 			#ChennaiRainsHelp #chennairains #ChennaiFloods	671773838800130048	https://twitter.com/akri2000/status/671773838800130048
savadaavinash	02-12-2015 01:02	4	1	Rajnikanth					
sattish_viswa	02-12-2015 01:02	62	7	Pregnant lady in labour in madipakkam area needs help. Contact 8122226002 Please share #ChennaiFloods #ChennaiRainsHelp @VigneshhShivan	Kattankulathur				
pughalarasu	02-12-2015 01:02	3	0	God plz show some mercy on chennai people .plzzz !! #chennairains #ChennaiFloods			#chennairains #ChennaiFloods	671773812967538688	https://twitter.com/pughalarasu/status/671773812967538688
roshanvenugopal	02-12-2015 01:01	0	0	Heart goes out to people in Chennai reeling under heavy rains. #chennaistrong #chennaifloods	Cheval				
iadityast	02-12-2015 01:01	7	2	Chennai people					
vimal_rb	02-12-2015 01:01	1	0	Zones for Army Rescue .. #chennairains #ChennaiFloods #ChennaiRainsHelp pic.twitter.com/RmojWQpzx2			#chennairains #ChennaiFloods #ChennaiRainsHelp	671773689625513984	https://twitter.com/vimal_rb/status/671773689625513984
SirJadeja	02-12-2015 01:01	46	17	#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/kumarancool4/s tatus/671744014446559232 			#ICanAccommodate #chennairains #ChennaiFloods	671773686366666757	https://twitter.com/SirJadeja/status/671773686366666757
venkatluvvy92	02-12-2015 01:01	8	2	@SirJadeja @dancersatz chennai #Army helpline is now open. Call - 9840295100. Retwt if u can n Spread it pls. #chennairains #ChennaiFloods		@SirJadeja @dancersatz	#Army #chennairains #ChennaiFloods	671773671829147650	https://twitter.com/venkatluvvy92/status/671773671829147650
engr_sulthan	02-12-2015 01:01	0	0	Sathyam Cinemas Royapetah / AGS Villivakkam / PHOENIX Mall / Mayajaal now open for people stranded in floods #ChennaiFloods			#ChennaiFloods	671773668926742528	https://twitter.com/engr_sulthan/status/671773668926742528
muntaziraapka	02-12-2015 01:01	8	3	NDRF helplines 011-24363260 & +919711077372 #ChennaiFloods #ChennaiRainsHelp #chennairains			#ChennaiFloods #ChennaiRainsHelp #chennairains	671773631266033664	https://twitter.com/muntaziraapka/status/671773631266033664
PPRAVEENG	02-12-2015 01:01	0	0	Pregnant lady in labour in madipakkam area needs help. Contact 8122226002 Please share #ChennaiFloods			#ChennaiFloods	671773541444927488	https://twitter.com/PPRAVEENG/status/671773541444927488
jabeen_sh	02-12-2015 01:00	3	2	Im sure some of U in my followers list are from #TamilNadu Hope U & Ur family r safe frm #ChennaiFloods #chennairains May God bless us all..			#TamilNadu #ChennaiFloods #chennairains	671773430853664768	https://twitter.com/jabeen_sh/status/671773430853664768
LoyalStag	02-12-2015 01:00	0	0	Emergency helpline numbers. Please help to spread it to maximum ppl. #chennairains #ChennaiFloods #PrayforChennai pic.twitter.com/Imyz85iema			#chennairains #ChennaiFloods #PrayforChennai	671773374226366464	https://twitter.com/LoyalStag/status/671773374226366464
suby7765	02-12-2015 01:00	0	1	Chennai #Army Helpline is now open!! Call - 9840295100 #SpreadTheWord #chennaiRainsHelp #chennairains #ChennaiFloods			#Army #SpreadTheWord #chennaiRainsHelp #chennairains #ChennaiFloods	671773361882529793	https://twitter.com/suby7765/status/671773361882529793
yashcoolmint	02-12-2015 01:00	0	0	So heart warming to see ppl in Chennai suburbs specially volunteering for help. #ChennaiFloods #ChennaiRainHelp			#ChennaiFloods #ChennaiRainHelp	671773350016909312	https://twitter.com/yashcoolmint/status/671773350016909312
jaymukherji	02-12-2015 00:59	1	1	#chennairains #Chennai Army Helpline 9840295100 #PrayforChennai #ChennaiFloods KINDLY RETWEET & Spread the word			#chennairains #Chennai #PrayforChennai #ChennaiFloods	671773252348485632	https://twitter.com/jaymukherji/status/671773252348485632
Itz_vj	02-12-2015 00:59	5	0	Sathyam is not yet full guys!! They are taking people in!! #chennairains #ChennaiFloods			#chennairains #ChennaiFloods	671773208106799104	https://twitter.com/Itz_vj/status/671773208106799104
rafa_rkx	02-12-2015 00:59	0	0	#chennairains #ChennaiFloods https:// twitter.com/bala2319/statu s/671721914637897729 			#chennairains #ChennaiFloods	671773139299205120	https://twitter.com/rafa_rkx/status/671773139299205120
vivekrkris	02-12-2015 00:59	0	0	Help needed !! #chennairains #ChennaiFloods #ChennaiRainsHelp https:// twitter.com/manojmystery/s tatus/671768116217561088 			#chennairains #ChennaiFloods #ChennaiRainsHelp	671773063168442368	https://twitter.com/vivekrkris/status/671773063168442368
jaydawt	02-12-2015 00:59	1	0	@PiazzasixTJ @StationCDRKelly Check the #ChennaiFloods and #ChennaiRains hashtags		@PiazzasixTJ @StationCDRKelly	#ChennaiFloods #ChennaiRains	671773061251768320	https://twitter.com/jaydawt/status/671773061251768320
JanuPaigeVJ	02-12-2015 00:58	0	2	@SaakshiSRawat #chennairains #ChennaiRainsHelp #ChennaiFloods mam do tweet some ppl get help		@SaakshiSRawat	#chennairains #ChennaiRainsHelp #ChennaiFloods	671772955253194752	https://twitter.com/JanuPaigeVJ/status/671772955253194752
davevijay21	02-12-2015 00:58	0	0	Please help the stray dogs too.. Feeling terrible thinking about them suffering. #chennairains #ChennaiFloods #prayers			#chennairains #ChennaiFloods #prayers	671772870704365568	https://twitter.com/davevijay21/status/671772870704365568
rafa_rkx	02-12-2015 00:58	1	0	#chennairains #ChennaiFloods all area in Chennai emergency numbere here cc https:// twitter.com/Ajithselvam97/ status/671736284553973760 			#chennairains #ChennaiFloods	671772865721597952	https://twitter.com/rafa_rkx/status/671772865721597952
bbalakrish	02-12-2015 00:58	2	1	Anyone needed help on ECR					
amritalakshmi1	02-12-2015 00:58	1	0	People stuck at Tambaram and Mogapair #chenairains #ChennaiFloods #Chennai https:// twitter.com/AishuVJaddict/ status/671769585603887104 			#chenairains #ChennaiFloods #Chennai	671772785694347264	https://twitter.com/amritalakshmi1/status/671772785694347264
vigneshhari1	02-12-2015 00:58	20	4	These Are The Roads Closed In #Chennai #ChennaiRains #ChennaiFloods #ChennaiRainsHelp pic.twitter.com/2L8nK2O5jg			#Chennai #ChennaiRains #ChennaiFloods #ChennaiRainsHelp	671772754060795904	https://twitter.com/vigneshhari1/status/671772754060795904
